review_text,label
"Servis terbaikkk dan pantas. Tak perlu tunggu lama pun bila order. Masuk,ambil number meja dan terus order nak makan apa. Siakap 3 rasa puas makan.. Ikan besar dan sedappp",positive
Mantap,positive
Puas hati makan di situ...,positive
Terbaikkkkkk,positive
Makanan sangat sedap,positive
"Ikan bakar yang dimasak teramat sedap dan enak berserta air asam yang mengiurkan. Sukar untuk melupakan aroma segar ikan yang siap dibakar. Keadaan kedai yang bersih dan lengkap dengan fasilitis seperti surau dan tandas. Juga sistem menunggu secara nombor yang teratur dan penyediaan tempat untuk menunggu. Harga juga amat berpatutan dan berbaloi, pasti tidak mengecewakan.",negative
Lambat.. Harga mahal.. Xsdap,negative
Makan seafood. Sedap giler lauk2 dia. Udang butter mesti try.,negative
"Zaman belajar uum lg, tempat ni memang best utk makan ikan bakaq. Kuah ikan bakar dia terbaik. Masakan lain ok.",positive
Makan sedap....tempat bersih.....murah jika di banding di tempat lain....,positive
makan best cuma macam tak banyak pilihanlah. vibe pun alright.,positive
"Best of 1. Sistem tempahan menu yg sistematik, tidak merunsingkan pelanggan, sgt2 memudahkan. 1st time jumpa di Msia... 2. Tempahan menu pantas, tak perlu tunggu lama. Order air pun sekejap dah dapat. 3. Harga murah gila compare tempat lain. Berbaloi2. Order ikan sekor, udang rimau 4 ekor, sotong bakar sekor, sotong tepung 2 org makan, makan 4 org x sampai RM250 4. Kedai yg bersih, meja & kerusi tersusun elok, surrounding pun bersih. Toilet je lupa nk pegi. 5. Parking pun mudah, seberang jalan je x berebut dengan org. 6. Layanan staf mesra yg amat, senyum walau pakai mask (tgk raut muka tue nampak manis la kiranya) 7. Menu pun pelbagai, mcm2 ada, cumanya ikan banyam habis awal... 8. Kedai dah siapkan kaunter utk bungkus2 if makan tak habis. X kalut oun, p amik sendiri bungkus sendiri Penambahbaikan 1. Bakar ikan tue kena monitor sikit sbb kulit ikan hitam terus.... Har3 Best. Recommended. Saya bg 5 haaaaaa",negative
Dulu sedap.. sekarang macam kurang sikit..,positive
Harga berpatutan.. servis  cepat selepas buat tempahan di kaunter (xsampai 20 minit makanan sampai meja walaupun ramai pelanggan) dan mengikut SOP .. rekomen.. pemandangan cantik.. antara restoran tepi laut/ muara sungai  terbaik d Perlis,negative
"mknan sdap mantap , servis lju",positive
Mmg boek,negative
"Tempat best Banyak pilihan makanan Makanan fresh Staff, masakan & layanan terbaik. Will repeat again InsyaAllah",positive
Terrrbaik,negative
Ikan bakar is signature menu here. Lain dari yg lain. Kena cuba,positive
Ikan bakar yg di sediakan sungguh nikmat,positive
Superb!.. Sedap dan harga berbaloi!,positive
"Makanan ok, tempah meja jam 9:00pm bila sampai 8.55pm makanan dah tersedia. Menu2 yang kami makan, Sup Daging - sorang Makan (1x) Kailan ikan masin - sorang Makan (2x) Sotong - 1/2 kilo (2x) Goreng tepung Ikan Gerut2  - 1 ekor (Bakar Santan) Ikan Jenahak - 1 ekor (3 rasa) Ikan Siakap - 1 ekor (stim limau) Udang - 1/2 kilo (masak butter) Nasi Putih - 11 pinggan Set cicah - 3 sets Air - 7 jenis (tambah air kosong) Jumlah: RM302.00",negative
terbaik,positive
murah sedap puashati,positive
"Seyes laaa ikan bakar dia PADU. lauk2 lain masak pun sedap. ko dah kedai melayu, jangan laa order tomyam. ko order masak lemak ke. fuhh ketam masak lemak dia....dtg petang leh amik2 pic kat tepi sungai tu weii",positive
Murah & sedap seafood,positive
"Kedai bersih, makanan sedap+ sangat jaga sop semasa pilih makanan laut.",positive
"Restoran bersih, tempat parking luas, sistem order yang teratur, masa menunggu makanan tidak terlalu lama & harga berpatutan.",positive
Berselera..menepati cita rasa..,positive
X berapa sedap,positive
Kedai bersih dan makan pun sedap. Harga ja mahal sikit,positive
Nak dine in? Silalah pi waktu weekdays... kurang sikit orang..,negative
"Alhamdulillah,,ramai yang berkunjung disini..",positive
Marvelous & delicious ikan bakar,positive
Makanan pon sedap dan murah,positive
Terbaik restoran ni..makan 3 family lauk banyak atas meja..duk ingat kena 400-500..bila bayar baru rm245.. bg sy memang murah la puas hati..sedap..nak datang lagi len kali..,positive
"Ikan, udang segar2..memang sedap dan berbaloi..tak rugi makan kat sini",negative
Ikan bakar sedap fast service,positive
Ramai org beratur panjang..,positive
harga berpatutan Dan sangat sedap..makanan siap cepat..tempat selesa,positive
Sedap/Murah/Selesa Padu,positive
"Kedai tepi muara sungai. Kedai cantik, bersih. Surau ada air cond. Makanan sedap. Servis laju. Semua makanan datang serentak. Cukup rasa semua. Recommended",positive
"ikan bakar dgn udang butter x sama dgn tempat lain,lain tempat lain caranya",positive
"Jenahak bakaq Air asam Sotong tepung Kailan ikan masin Air buah Ikan bakaq kuah lemak sebagai topping agak susah nak jumpa. Rasa berlemak pekat + manis isi ikan jenahak segar memang gabungan yg terbaik di cicah pula dengan air asam yg sedap. Sotong goreng tepung memang terasa sotongnya. Bukan macam kebanyakan kedai tomyam tepung yg lebih. Sotong rasa segar dan baru di goreng. Kailan ikan masin okay terasa ikan masin nya. Kailan pun terasa baru. Suasana kedai okay selesa sampai pukul 5 ptg kedai baru buka. Orang sekejap saja penuh meja. Pandangan muara/kuala sedap mata memandang. Mula-mula sampai seorang wakil ambil tag nombor dan perlu pilih ikan sendiri dan pesan siap-siap sebelum duduk. Pastikan letak tag atas meja biar jelas nampak nombor. Lepas makan bawa tag ke kaunter bayaran. Harga 1kg 8 Jan 2022 Jenahak RM59 Siakap RM43 Sedap, segar dan terbaik p/s Review ini atas pandangan peribadi, pandangan orang lain mungkin berbeza. Restoran Api Api Ikan Bakar patut di cuba bila sampai Kuala Perlis.",negative
Keenakan ikan dgn Cara masakan yg unik. Lemak2 rsa ikan Tu. Sesuai utk kanak2.. xpedas..byk pilihan menu yg blh dimasak.. gabungan dgn sambal sotong yg power.. ditambah plk dgn sambal belacan. Ulaman yg fresh. Sy order petai bakar..mmg umphh.. Perghhhh mmg paduuuuu. Sotong goreng tepung pun best. Rangup Di luar juicy di dalam.. pengurusan restoren pun terbaik.. cepat walapun rmai org. Lau dtg Perlis mst try kat sni. Highly recommended,positive
"Perlis indera kayanga, harga x kayangan.. rasa terbaik, cuma kena bersabar utk tunggu turn. Apa2 pun memang tempat makan mlm terbaik.. next trip akan repeat lg ke sini..",positive
"Terbaik biarpun lama menunggu giliran, tapi memang puas hati makanannya enak2, dengan keramahan dan layanan yang baik.",positive
"Terbaik, bersih, sedap dan harga reasonable. Sistem q yang teratur dan kemas.",positive
"Makanan boleh tahan , tpi sistem penggiliran ni agak tak efisien ketika kedai fullhouse . Nak tunggu giliran order dah sekian , ambil masa jugak laa kalau datang dri jauh . Nasib sya check in area situ . Overall 6/10",negative
Apa tah masalah kedai ni. Dah la kita datang jauh. Yang sedap sangat tu dah kenapa. Terpaksa la kena repeat nanti. Haihh. Patut laaa berduyun-duyun manusia. Tak nyesal order sampai 80 hengget. Nyandor boh. Highly recommended.,negative
"Sedap servis laju , recommended sangat",positive
Harga makanan berpatutan.,positive
Ikan bakar jenahak terbaik!,positive
terbaikkkk,positive
"Boleh pi LG, lain kali,   sedappp",positive
"Kedai makan yg sedap, cepat dan cekap...mempunyai ruangan solat wanitan dan lelaki...good place to bring family",positive
"Ikan bakar sedap nak pengsann, rencah bakar dia paduu",positive
Sedap wooo,positive
Cara yang sistematik untuk duduk n order mkanan..penjarakkan social yg teratur,negative
"Makanan biasa2 je rasa dia. Kuah jenahak 3 rasa paling teruk, kuah mmg sebijik sos pencicah Thai, terus hilang selera. Tp ikan bakar dia OK. Sotong celup tepung tawar, tepung keras giler, sotong pun xberapa fresh. Order Kailan goreng ikan masin tp yg dtg kailan bersup. Apa yg sy puji servis mmg terbaik la.. Bersistematik. Tempat pun bersih & selesa. Cuma rasa makanan dia mengecewakan.",negative
"Kalau boleh dtg awal dtg awal sebab kalau tak ramai orang, makanan boleh tahan nak cakap sedap sgt tu tak la, nak cakap tak sedap pun tak jugak.",negative
Power sedap...,positive
Sedap berbaloi dengan harga dia...tempat pun selesa...tapi klau tak mau tunggu lama boleh kol booking dulu..,positive
Terbaik. Masakan semua sedap. Berbaloi. Booking dulu sebelum pergi ya...beratur panjang,positive
"Xly kata apa,, sedap",positive
Makanan sedap dan sangat sistematik,positive
Tempat yang baik untuk datang makan. Recommended. Sila datang awal,positive
sedap...tapi better booking awal,positive
"Makanan fresh, tiptop.. servis terbaik, cepiat jaa",positive
Ikan Bakar Santan sedappp,positive
Nice environment. Makanannya enak banget dan siakapnya tidak semahal siakap di Langkawi. Butter prawn terbaekkk.,positive
Weekdays pun ramai org.. tapi sedap!!,positive
"Ikan bakar dia best, fresh. Sotong bakar udang bakar pun terbaik. Tomyam dia ok jela boleh telan..bukan jenis pekat berlemak tu. Harga cun untuk fresh seafood, whatsapp dulu untuk booking dna bgtau siap2 nak berapa gram etc utk setiap seafood, InsyaAllah time bayar tak rasa kena scam..",negative
"Ikan bakar kuah kuning, sedikit berbeza bagi kami yang selalu makan ikan bakar ana petai. Recommended utk cuba & rasai kelainan. Kena Booking atau datang awal. Ramai betul manusia. Harga lebih murah compare dengan Kuantan.",negative
Makanan terbaik,positive
"Pari bakar, must try",positive
Terbaik bos,positive
"Makanan sedap , tapi sayang servis tahap degil , cust 2 3 kali ulang alik minta pesanan tak sampai tapi x dilayan , hope improve blek service , kemon la basic manage je tu , kalau nak gerai kita laku jgn jdikan cust ramai xdpt layan sbgai alasan , itu bukan tujuan kita meniaga tau.  . sbb kita bawa org tua , org tua mengidam .. kalau laki bini je x kalot ... Kemon lah bangkit kita jenis support org melayu meniaga bro",negative
Makanan sedap terutama ikan bakar,negative
Tempat yg menarik dengan harga yg berpatutan. Memang Best bawa kluarga menjamu selera Di Restoran Api Api,positive
Sedap Bossku.. Recomended utk Lokasi makan di Perlis,positive
Cantik dan romantic,positive
Xtungu lama lepas order sesuai utk yang tngh lapar,negative
Service terbaik..makanan mmg sedap..,positive
Makanan memang power..,negative
Padu ! Harga ok,positive
Memang Sedap. xrugi kalau pergi,positive
"Tempat makan ikan bakar terbaik di Perlis. Ikan, sotong, udang dan makanan laut yg segar dan sedap. Harga pun berpatutan. Kawasan kedai yg bersih dan selesa, serta menghadap muara Sungai Perlis. Selesa utk keluarga.",positive
Garga again mahal sikit,positive
Sedap & berpatutan,positive
"Sangat best! Seafood semua sedap , harga mahal jgk tpi okay laa untuk enjoy seafood   9.5 / 10 crustaceans",positive
Sedap. Recommended.,positive
Makanan lazat...highly recommended...price wise pn ok...tak mahal sgt...tp bila sebut pasal seafood...masing2 dh faham kot price range seafood...view cantik...,positive
Makanan ok. Price lebih kurang fast food restaurant. Service ok. Rekemen,negative
"Toilet ada dua, untuk lelaki dan perempuan.. penuh aje",positive
"Makanan sedap,puas hati siakap bakar terbaik..",positive
Makanan sedap harga berpatutan,positive
Ikan bakar yg sempurna.,positive
Harga berpatutan. Staf-staf semua ramah. Paling penting makanan semua sedap. First time makan ikan gerut. Sedappp. Manis je rasa ikan tu.,positive
Sedap..puas hati.. layanan terbaik,positive
Kureng sikit kalau nk banding dgn nurul ikan bakar,negative
Ramai sgt sampai nak masuk pun tak boleh. Dh beratur panjang2 tp tak dpt masuk.,negative
Terbaik.. Murah.. Tapi bila cuti tempat selalu full.. Make sure buat reservation,positive
tepo sungai.angin sepoi2..mantap,positive
Tempat ni memang best giler pasti puas hati punya,negative
Tempat mengai pon ado,negative
"arrived at 7 but the food took more than 1 hour to be served   nasi lambat gila sampai? ordered tomyam, fish, rice, fried sotong, crab guess what arrived last ? makan nasi dah nak habis semua lauk, tomyam baru sampai lepastu sejuk hahaha. came all the way from kl to perlis but such a dissapointment, please improve.",negative
Sedap...,positive
makanan sedappp,positive
Makanan sedap. Harga keras takpe. Tapi kalau orang baru sampai dapat makanan dulu. Kecewa la juga,negative
Terbaik.....harga berpatutan,positive
Antara Ikan bakar yg paling sedap pernah makan..,positive
"Sedap, servis pantas dan harga berpatutan",positive
Masakan yang sangat sedap! Servis terbaik dan persekitaran yang bersih. Akan dtg lagi bersama keluarga tercinta.,positive
Senang cerita antara kedai makan terbaik di perlis,positive
Seriously sedap.. Tp xleh kerap sgt la bg sy yg berpendapatan sederhana ni.,positive
Restoran Api Api Ikan Bakar,positive
"Ikan bakar dia sedap, yang lain2 biasa je. sotong bakar kecik sangat.",positive
Ketam masak lemak the best,positive
Sedap tp perlu tempah awal,positive
Menu terbaik & hasil masakkan pun terbaik. Seafood dia memang segar bugar. Surau yg selesa. Parking luas & banyak. Ayah & Mak pulun sakan. Boleh repeat nanti. Ni 2nd time.,positive
Pinggan mangkuk kena amik sendiri cawan kena amik sendiri sudu garfu dan tisu pun kena amik sendiri... Lepas makan mintak bungkus itu pun mereka suruh kami bungkus sendiri... Apa guna kami ke kedai kalau semua kena buat sendiri sedangkan harga lebih mahal berbanding dulu? Sepanjang hidup saya ini kedai makan pertama y minta saya bungkus makanan sendiri... Bad service!!!,negative
Ikan bakar sedap. Ada butter. Popular & much2 better dr kuala perlis,positive
One of the best for ikan bakar in Kuala Perlis,positive
Makanan yang terbaik di Perlis,positive
"Recomended! Sedap sgt ikan bakar. Rasa ikan bakar yg lemak manis dgn kuah cicah. Seafood lain kena try sotong goreng tepung, udang goreng tepung. Servis utk peak hour lambat sikit. But overall, sedap sgt. View pun cantik dtg time sunset.",positive
Puas hati.,positive
The best ikan bakar in kuala perlis..,positive
terbaik kuala perlis,positive
bagusss,positive
"Pertama, servis sangat pantas! Ke Kuala Perlis nak makan seafood, tomyam, goreng tepung dsb? Tak sampai ke sana pun okay, kedai ni sangat mudah untuk diakses. Harga normal sahaja tapi tak sepadat dan sebanyak kedai di kuala. Parking pun mudah, di depan kedai atau di seberang jalan. Tak menganggu lalu lintas jalan. Sesetengah orang mungkin minat cara bakar ikan yang kering, tapi di sini dibakar cukup masak dan rasa isi ikan masih manis, lembut. Sesuai dimakan setiap peringkat umur. Surau disediakan, berhawa dingin dan lengkap semua. Dalam kedai nampak sempit, tetapi jika datang sendiri terasa lapang. Buat masa sekarang PKPP (30 Jun 2020), kedai hanya menyediakan lauk-pauk sahaja. Nasi goreng dsb masih belum ada.",negative
Order siakap stim...dan udang maaak butter sedap. Satay daging dan ayam kurang sedap kerana ada lemak dimasukkan sama. Sotong crispy agak liat.  Keseluruhan satisfied.,positive
"Makanan sedap,cepat,bersih,staff murah dgn senyuman,5 bintang",positive
Servis mantap.. Harga padu.. Makanan superb.,positive
Sangat best..,positive
Murah dan sedap,positive
Makanan seafood yg lazat dan servis juga terbaik,positive
Paus hati...mknan sedap harga berpatutan,positive
Antara ikn bkr terbaik dan berpatutan,positive
Ikan bakar terbaik,positive
harga murah dan sedap,positive
Terbaikkkk,positive
Servis lemah. Nasi lambat sampai,negative
"makanan sedap, murah dan cepat",positive
Ikan bakar terbaik.. harga beraloi...,positive
Mmg terbaikkkkk di Perlis,positive
Sedap masakannya...,positive
Yummy.. udang butter n ikan bakar is the best..,positive
Sedap gila makanan dia.. Ayaq coway lg tau free.. Ada mcm2 menuuu,negative
"ikan bakar special, dia punya kuah santan marvelous....perkhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",positive
Tempat ok. Restoran ok. Kebersihan ok. Parkir ok. Layanan biasa2. Servis pantas. Rasa biasa2. Harga tak murah.,negative
Makanan sedap. View cantik. Cuma sinki air alir terus ke sungai.,positive
Enaknya makan ikan bakar kat sini,positive
food overall is ok..cuma sdikit manis..ikan bakaq tu recommended..dia pya kuah hjauu rsa cm ckup.. staff kt bhagian ikan yg pak cik tu..muka xyahh stress sgt..nk mniagakan..msa pi pon org bkn rmai sgt..dan wktu msih awl lg..,negative
